Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Price,Variant Inventory Qty
"keune,-care-satin-oil,-hair-treatment-cream-mask,-for-illuminating,-500-ml","Keune, Care Satin Oil, Hair Treatment Cream Mask, For Illuminating, 500 ml",,Keune,Hair,"For Women, Hair Care, Hair Treatment Cream Mask",TRUE,Title,Default Title,8719281103912,19.74,1
"keune,-style-triple-x,-hair-styling-gel,-for-hold-&-texture,-extra-hold,-200-ml","Keune, Style Triple X, Hair Styling Gel, For Hold & Texture, Extra Hold, 200 ml",,Keune,Hair,"For Women, Hair Styling, Hair Styling Gel",TRUE,Title,Default Title,8719281054559,11.80,6
"keune,-style-dry-texturizer,-hair-spray,-texturizing-&-volumizing,-flexible-hold,-61,-75-ml","Keune, Style Dry Texturizer, Hair Spray, Texturizing & Volumizing, Flexible Hold, 61, 75 ml",,Keune,Hair,"For Women, Hair Styling, Hair Spray",TRUE,Title,Default Title,8719281051985,5.73,6
"keune,-style-brilliant-gloss,-hair-spray,-smooth-&-shine,-natural-hold,-110,-500-ml","Keune, Style Brilliant Gloss, Hair Spray, Smooth & Shine, Natural Hold, 110, 500 ml",,Keune,Hair,"For Women, Hair Styling, Hair Spray",TRUE,Title,Default Title,8719281062059,17.62,6
"keune,-tinta-color,-permanent-hair-dye,-8.4-light-copper-blonde,-60-ml","Keune, Tinta Color, Permanent Hair Dye, 8.4 Light Copper Blonde, 60 ml",,Keune,Hair,"For Women, Hair Colouring, Permanent Hair Dye",TRUE,Title,Default Title,8717185381733,7.93,3
"keune,-tinta-color,-permanent-hair-dye,-8.19-light-matt-blonde,-60-ml","Keune, Tinta Color, Permanent Hair Dye, 8.19 Light Matt Blonde, 60 ml",,Keune,Hair,"For Women, Hair Colouring, Permanent Hair Dye",TRUE,Title,Default Title,8717185383584,7.60,21
"keune,-tinta-color,-permanent-hair-dye,-8.21-light-pearl-ash-blonde,-60-ml","Keune, Tinta Color, Permanent Hair Dye, 8.21 Light Pearl Ash Blonde, 60 ml",,Keune,Hair,"For Women, Hair Colouring, Permanent Hair Dye",TRUE,Title,Default Title,8718734854104,7.85,16
"keune,-tinta-color,-permanent-hair-dye,-8.3-light-copper-blonde,-60-ml","Keune, Tinta Color, Permanent Hair Dye, 8.3 Light Copper Blonde, 60 ml",,Keune,Hair,"For Women, Hair Colouring, Permanent Hair Dye",TRUE,Title,Default Title,8717185381702,7.59,22
"keune,-tinta-color,-permanent-hair-dye,-10.07-lightest-violet-blonde,-60-ml","Keune, Tinta Color, Permanent Hair Dye, 10.07 Lightest Violet Blonde, 60 ml",,Keune,Hair,"For Women, Hair Colouring, Permanent Hair Dye",TRUE,Title,Default Title,8717185381870,7.85,15
"keune,-tinta-color-ultimate-blonde,-permanent-hair-dye,-1000-natural-blonde,-60-ml","Keune, Tinta Color Ultimate Blonde, Permanent Hair Dye, 1000 Natural Blonde, 60 ml",,Keune,Hair,"For Women, Hair Colouring, Permanent Hair Dye",TRUE,Title,Default Title,8718375528877,7.60,7
"keune,-tinta-color-ultimate-blonde,-permanent-hair-dye,-1001-ash-blonde,-60-ml","Keune, Tinta Color Ultimate Blonde, Permanent Hair Dye, 1001 Ash Blonde, 60 ml",,Keune,Hair,"For Women, Hair Colouring, Permanent Hair Dye",TRUE,Title,Default Title,8718375528891,7.85,19
"keune,-tinta-color-ultimate-blonde,-permanent-hair-dye,-1012-ash-pearl-blonde,-60-ml","Keune, Tinta Color Ultimate Blonde, Permanent Hair Dye, 1012 Ash Pearl Blonde, 60 ml",,Keune,Hair,"For Women, Hair Colouring, Permanent Hair Dye",TRUE,Title,Default Title,8718375528914,7.85,3
"keune,-tinta-color-ultimate-blonde,-permanent-hair-dye,-1038-hazelnut-blonde,-60-ml","Keune, Tinta Color Ultimate Blonde, Permanent Hair Dye, 1038 Hazelnut Blonde, 60 ml",,Keune,Hair,"For Women, Hair Colouring, Permanent Hair Dye",TRUE,Title,Default Title,8718375528020,6.05,21
"keune,-tinta-color-ultimate-blonde,-permanent-hair-dye,-2000-super-blonde,-60-ml","Keune, Tinta Color Ultimate Blonde, Permanent Hair Dye, 2000 Super Blonde, 60 ml",,Keune,Hair,"For Women, Hair Colouring, Permanent Hair Dye",TRUE,Title,Default Title,8719281111184,7.93,8
"keune,-tinta-color,-permanent-hair-dye,-8.38-light-hazelnut-blonde,-60-ml","Keune, Tinta Color, Permanent Hair Dye, 8.38 Light Hazelnut Blonde, 60 ml",,Keune,Hair,"For Women, Hair Colouring, Permanent Hair Dye",TRUE,Title,Default Title,8717185383508,7.42,15
"keune,-tinta-color,-permanent-hair-dye,-7.32-medium-beige-blonde,-60-ml","Keune, Tinta Color, Permanent Hair Dye, 7.32 Medium Beige Blonde, 60 ml",,Keune,Hair,"For Women, Hair Colouring, Permanent Hair Dye",TRUE,Title,Default Title,8717185381603,7.59,4
"keune,-tinta-color,-permanent-hair-dye,-7.38-hazelnut-blonde,-60-ml","Keune, Tinta Color, Permanent Hair Dye, 7.38 Hazelnut Blonde, 60 ml",,Keune,Hair,"For Women, Hair Colouring, Permanent Hair Dye",TRUE,Title,Default Title,8717185383492,7.60,18
"keune,-sleek-&-shine,-hair-conditioner,-reconnects-bonds-&-protect,-200-ml","Keune, Sleek & Shine, Hair Conditioner, Reconnects Bonds & Protect, 200 ml",,Keune,Hair,"For Women, Hair Care, Hair Conditioner",TRUE,Title,Default Title,8717185383621,11.87,30
"keune,-bond-fusion-phase-2,-hair-treatment-lotion-mask,-bond-enhancer,-500-ml","Keune, Bond Fusion Phase 2, Hair Treatment Lotion Mask, Bond Enhancer, 500 ml",,Keune,Hair,"For Women, Hair Care, Hair Treatment Lotion Mask",TRUE,Title,Default Title,8719281999546,32.37,9
"keune,-tinta-color,-permanent-hair-dye,-7.43-medium-copper-golden-blonde,-60-ml","Keune, Tinta Color, Permanent Hair Dye, 7.43 Medium Copper Golden Blonde, 60 ml",,Keune,Hair,"For Women, Hair Colouring, Permanent Hair Dye",TRUE,Title,Default Title,8717185381627,7.93,8
"keune,-tinta-color,-permanent-hair-dye,-7.44-medium-intense-copper-blonde,-60-ml","Keune, Tinta Color, Permanent Hair Dye, 7.44 Medium Intense Copper Blonde, 60 ml",,Keune,Hair,"For Women, Hair Colouring, Permanent Hair Dye",TRUE,Title,Default Title,8717185381634,7.85,12
"keune,-tinta-color-red-infinity,-permanent-hair-dye,-7.46ri-medium-infinity-copper-red-blonde,-60-ml","Keune, Tinta Color Red Infinity, Permanent Hair Dye, 7.46Ri Medium Infinity Copper Red Blonde, 60 ml",,Keune,Hair,"For Women, Hair Colouring, Permanent Hair Dye",TRUE,Title,Default Title,8717185384338,7.01,15
"keune,-tinta-color,-permanent-hair-dye,-7.66-medium-intense-red-blonde,-60-ml","Keune, Tinta Color, Permanent Hair Dye, 7.66 Medium Intense Red Blonde, 60 ml",,Keune,Hair,"For Women, Hair Colouring, Permanent Hair Dye",TRUE,Title,Default Title,8717185381665,5.88,20
"keune,-tinta-color,-permanent-hair-dye,-7.77-medium-intense-violet-blonde,-60-ml","Keune, Tinta Color, Permanent Hair Dye, 7.77 Medium Intense Violet Blonde, 60 ml",,Keune,Hair,"For Women, Hair Colouring, Permanent Hair Dye",TRUE,Title,Default Title,8719281993629,6.83,19
"keune,-tinta-color,-permanent-hair-dye,-7.73-medium-violet-gold-blonde,-60-ml","Keune, Tinta Color, Permanent Hair Dye, 7.73 Medium Violet Gold Blonde, 60 ml",,Keune,Hair,"For Women, Hair Colouring, Permanent Hair Dye",TRUE,Title,Default Title,8718375520888,7.93,15
"keune,-bond-fusion-phase-1,-hair-treatment-lotion-mask,-bond-repair,-500-ml","Keune, Bond Fusion Phase 1, Hair Treatment Lotion Mask, Bond Repair, 500 ml",,Keune,Hair,"For Women, Hair Care, Hair Treatment Lotion Mask",TRUE,Title,Default Title,8719281999553,64.40,4
"keune,-bond-fusion-phase-3,-hair-treatment-lotion-mask,-bond-recharger,-200-ml","Keune, Bond Fusion Phase 3, Hair Treatment Lotion Mask, Bond Recharger, 200 ml",,Keune,Hair,"For Women, Hair Care, Hair Treatment Lotion Mask",TRUE,Title,Default Title,8719281022282,14.83,4
"keune,-care-color-brillianz,-hair-dry-conditioner,-for-colour-treated-hair,-140-ml","Keune, Care Color Brillianz, Hair Dry Conditioner, For Colour-Treated Hair, 140 ml",,Keune,Hair,"For Women, Hair Care, Hair Dry Conditioner",TRUE,Title,Default Title,8719281104032,9.31,27
"keune,-tinta,-hair-shampoo,-for-colour-protection,-1000-ml","Keune, Tinta, Hair Shampoo, For Colour Protection, 1000 ml",,Keune,Hair,"For Women, Hair Care, Hair Shampoo",TRUE,Title,Default Title,8719281059608,16.73,20
"keune,-tinta,-developer,-hair-oxidant-lotion,-3%,-10-vol,-60-ml","Keune, Tinta, Developer, Hair Oxidant Lotion, 3%, 10 vol, 60 ml",,Keune,Hair,"For Women, Hair Colouring, Hair Oxidant Lotion",TRUE,Title,Default Title,8717185380880,1.52,60
"keune,-care-kerantin-smooth,-hair-conditioner,-smooth-&-strengthens,-1000-ml","Keune, Care Kerantin Smooth, Hair Conditioner, Smooth & Strengthens, 1000 ml",,Keune,Hair,"For Women, Hair Care, Hair Conditioner",TRUE,Title,Default Title,8719281103691,44.30,2
"keune,-care,-hair-spray-treatment,-for-thermal-protection,-200-ml","Keune, Care, Hair Spray Treatment, For Thermal Protection, 200 ml",,Keune,Hair,"For Women, Hair Care, Hair Spray Treatment",TRUE,Title,Default Title,8719281103318,18.27,25
"keune,-care-kerantin-smooth,-keratin,-hair-shampoo,-smooth-&-strengthens,-300-ml","Keune, Care Kerantin Smooth, Keratin, Hair Shampoo, Smooth & Strengthens, 300 ml",,Keune,Hair,"For Women, Hair Care, Hair Shampoo",TRUE,Title,Default Title,8719281103479,15.42,20
"keune,-care-derma-activate,-hair-lotion-treatment,-for-growth-stimulation,-75-ml","Keune, Care Derma Activate, Hair Lotion Treatment, For Growth Stimulation, 75 ml",,Keune,Hair,"For Women, Hair Care, Hair Lotion Treatment",TRUE,Title,Default Title,8719281103974,13.49,30
"keune,-style-triple-x,-hair-styling-gel,-for-hold-&-texture,-extra-hold,-50-ml","Keune, Style Triple X, Hair Styling Gel, For Hold & Texture, Extra Hold, 50 ml",,Keune,Hair,"For Women, Hair Styling, Hair Styling Gel",TRUE,Title,Default Title,8719281054757,5.41,3
"keune,-ub-after-blonde,-hair-treatment-conditioner,-for-nourishing,-for-colour-treated-hair,-500-ml","Keune, UB After Blonde, Hair Treatment Conditioner, For Nourishing, For Colour-Treated Hair, 500 ml",,Keune,Hair,"For Women, Hair Care, Hair Treatment Conditioner",TRUE,Title,Default Title,8719281058397,27.57,24
"keune,-freedom-blonde,-developer,-hair-oxidant-lotion,-12%,-40-vol,-1000-ml","Keune, Freedom Blonde, Developer, Hair Oxidant Lotion, 12%, 40 vol, 1000 ml",,Keune,Hair,"For Women, Hair Colouring, Hair Oxidant Lotion",TRUE,Title,Default Title,8719281034841,8.01,11
"keune,-freedom-blonde,-developer,-hair-oxidant-lotion,-9%,-30-vol,-1000-ml","Keune, Freedom Blonde, Developer, Hair Oxidant Lotion, 9%, 30 vol, 1000 ml",,Keune,Hair,"For Women, Hair Colouring, Hair Oxidant Lotion",TRUE,Title,Default Title,8719281034858,10.33,10
"keune,-freedom-blonde,-developer,-hair-oxidant-lotion,-6%,-20-vol,-1000-ml","Keune, Freedom Blonde, Developer, Hair Oxidant Lotion, 6%, 20 vol, 1000 ml",,Keune,Hair,"For Women, Hair Colouring, Hair Oxidant Lotion",TRUE,Title,Default Title,8719281034865,10.33,8
"set-duo,-keune,-freedom-blonde,-hair-oxidant-powder,-refill,-2-pcs,-500-g","Set Duo, Keune, Freedom Blonde, Hair Oxidant Powder, Refill, 2 pcs, 500 g",,Keune,Hair,"For Women, Hair Colouring, Hair Oxidant Powder",TRUE,Title,Default Title,99000000008059,47.94,24
"keune,-tinta-color-ultimate-cover,-permanent-hair-dye,-4.35-medium-choco-brown,-60-ml","Keune, Tinta Color Ultimate Cover, Permanent Hair Dye, 4.35 Medium Choco Brown, 60 ml",,Keune,Hair,"For Women, Hair Colouring, Permanent Hair Dye",TRUE,Title,Default Title,8718734852490,7.85,20
"keune,-tinta-color,-permanent-hair-dye,-6.3-dark-golden-blonde,-60-ml","Keune, Tinta Color, Permanent Hair Dye, 6.3 Dark Golden Blonde, 60 ml",,Keune,Hair,"For Women, Hair Colouring, Permanent Hair Dye",TRUE,Title,Default Title,8717185381481,7.93,8
"keune,-tinta-color,-permanent-hair-dye,-6.19-dark-matte-blonde,-60-ml","Keune, Tinta Color, Permanent Hair Dye, 6.19 Dark Matte Blonde, 60 ml",,Keune,Hair,"For Women, Hair Colouring, Permanent Hair Dye",TRUE,Title,Default Title,8719281111207,5.87,19
"keune,-tinta-color,-permanent-hair-dye,-6.15-dark-ash-mahogany-blonde,-60-ml","Keune, Tinta Color, Permanent Hair Dye, 6.15 Dark Ash Mahogany Blonde, 60 ml",,Keune,Hair,"For Women, Hair Colouring, Permanent Hair Dye",TRUE,Title,Default Title,8718734856795,5.87,22
"keune,-tinta-color,-permanent-hair-dye,-6.1-dark-ash-blonde,-60-ml","Keune, Tinta Color, Permanent Hair Dye, 6.1 Dark Ash Blonde, 60 ml",,Keune,Hair,"For Women, Hair Colouring, Permanent Hair Dye",TRUE,Title,Default Title,8717185381474,7.93,3
"keune,-tinta-color,-permanent-hair-dye,-6.03-dark-mocha-blonde,-60-ml","Keune, Tinta Color, Permanent Hair Dye, 6.03 Dark Mocha Blonde, 60 ml",,Keune,Hair,"For Women, Hair Colouring, Permanent Hair Dye",TRUE,Title,Default Title,8717185381467,7.85,18
"keune,-tinta-color,-permanent-hair-dye,-6.4-dark-copper-blonde,-60-ml","Keune, Tinta Color, Permanent Hair Dye, 6.4 Dark Copper Blonde, 60 ml",,Keune,Hair,"For Women, Hair Colouring, Permanent Hair Dye",TRUE,Title,Default Title,8717185381498,7.93,12
"keune,-tinta-color,-permanent-hair-dye,-6.67-dark-red-violet-blonde,-60-ml","Keune, Tinta Color, Permanent Hair Dye, 6.67 Dark Red Violet Blonde, 60 ml",,Keune,Hair,"For Women, Hair Colouring, Permanent Hair Dye",TRUE,Title,Default Title,8717185381559,7.60,36
"keune,-tinta-color,-permanent-hair-dye,-6.53-dark-chestnut-blonde,-60-ml","Keune, Tinta Color, Permanent Hair Dye, 6.53 Dark Chestnut Blonde, 60 ml",,Keune,Hair,"For Women, Hair Colouring, Permanent Hair Dye",TRUE,Title,Default Title,8717185381528,5.88,21
"keune,-tinta-color,-permanent-hair-dye,-6.5-dark-mahogany-blonde,-60-ml","Keune, Tinta Color, Permanent Hair Dye, 6.5 Dark Mahogany Blonde, 60 ml",,Keune,Hair,"For Women, Hair Colouring, Permanent Hair Dye",TRUE,Title,Default Title,8717185381511,5.88,22
"keune,-tinta-color,-permanent-hair-dye,-6.46-dark-copper-red-blonde,-60-ml","Keune, Tinta Color, Permanent Hair Dye, 6.46 Dark Copper Red Blonde, 60 ml",,Keune,Hair,"For Women, Hair Colouring, Permanent Hair Dye",TRUE,Title,Default Title,8717185381504,7.85,20
"keune,-tinta-color,-permanent-hair-dye,-5.3-light-golden-brown,-60-ml","Keune, Tinta Color, Permanent Hair Dye, 5.3 Light Golden Brown, 60 ml",,Keune,Hair,"For Women, Hair Colouring, Permanent Hair Dye",TRUE,Title,Default Title,8717185381375,5.88,10
"keune,-tinta-color,-permanent-hair-dye,-5.19-light-matt-brown,-60-ml","Keune, Tinta Color, Permanent Hair Dye, 5.19 Light Matt Brown, 60 ml",,Keune,Hair,"For Women, Hair Colouring, Permanent Hair Dye",TRUE,Title,Default Title,8717185383553,7.60,2
"keune,-tinta-color,-permanent-hair-dye,-4.3-medium-golden-brown,-60-ml","Keune, Tinta Color, Permanent Hair Dye, 4.3 Medium Golden Brown, 60 ml",,Keune,Hair,"For Women, Hair Colouring, Permanent Hair Dye",TRUE,Title,Default Title,8717185381306,7.60,22
"keune,-tinta-color,-permanent-hair-dye,-7.3-medium-golden-blonde,-60-ml","Keune, Tinta Color, Permanent Hair Dye, 7.3 Medium Golden Blonde, 60 ml",,Keune,Hair,"For Women, Hair Colouring, Permanent Hair Dye",TRUE,Title,Default Title,8717185381597,7.60,18
"set-duo,-keune,-magic-blonde,-hair-oxidant-powder,-refill,-2-pcs,-500-g","Set Duo, Keune, Magic Blonde, Hair Oxidant Powder, Refill, 2 pcs, 500 g",,Keune,Hair,"For Women, Hair Colouring, Hair Oxidant Powder",TRUE,Title,Default Title,8717185386844,47.90,9
"keune,-tinta-color,-permanent-hair-dye,-8.66-light-intense-red-blonde,-60-ml","Keune, Tinta Color, Permanent Hair Dye, 8.66 Light Intense Red Blonde, 60 ml",,Keune,Hair,"For Women, Hair Colouring, Permanent Hair Dye",TRUE,Title,Default Title,8717185381764,5.94,15
"keune,-tinta-color,-permanent-hair-dye,-8.81-light-barista-blonde,-60-ml","Keune, Tinta Color, Permanent Hair Dye, 8.81 Light Barista Blonde, 60 ml",,Keune,Hair,"For Women, Hair Colouring, Permanent Hair Dye",TRUE,Title,Default Title,8719281036920,7.59,15
"keune,-tinta-color,-permanent-hair-dye,-9.2-very-light-pearl-blonde,-60-ml","Keune, Tinta Color, Permanent Hair Dye, 9.2 Very Light Pearl Blonde, 60 ml",,Keune,Hair,"For Women, Hair Colouring, Permanent Hair Dye",TRUE,Title,Default Title,8717185381818,7.85,4
"keune,-tinta-color,-permanent-hair-dye,-8.52-light-mahogany-pearl-blonde,-60-ml","Keune, Tinta Color, Permanent Hair Dye, 8.52 Light Mahogany Pearl Blonde, 60 ml",,Keune,Hair,"For Women, Hair Colouring, Permanent Hair Dye",TRUE,Title,Default Title,8717185381757,5.88,22
"keune,-tinta-color,-permanent-hair-dye,-4.19-medium-matt-brown,-60-ml","Keune, Tinta Color, Permanent Hair Dye, 4.19 Medium Matt Brown, 60 ml",,Keune,Hair,"For Women, Hair Colouring, Permanent Hair Dye",TRUE,Title,Default Title,8718734854067,7.85,16
"keune,-tinta-color,-permanent-hair-dye,-4.15-medium-ash-mahogany-brown,-60-ml","Keune, Tinta Color, Permanent Hair Dye, 4.15 Medium Ash Mahogany Brown, 60 ml",,Keune,Hair,"For Women, Hair Colouring, Permanent Hair Dye",TRUE,Title,Default Title,8717185389951,7.85,15
"keune,-tinta-color,-permanent-hair-dye,-4.23-medium-choco-brown,-60-ml","Keune, Tinta Color, Permanent Hair Dye, 4.23 Medium Choco Brown, 60 ml",,Keune,Hair,"For Women, Hair Colouring, Permanent Hair Dye",TRUE,Title,Default Title,8718734856832,6.83,16
"keune,-tinta-color,-hair-conditioner,-for-colour-protection,-250-ml","Keune, Tinta Color, Hair Conditioner, For Colour Protection, 250 ml",,Keune,Hair,"For Women, Hair Care, Hair Conditioner",TRUE,Title,Default Title,8719281998297,18.05,53
"keune,-tinta-color,-permanent-hair-dye,-0/33-golden,-60-ml","Keune, Tinta Color, Permanent Hair Dye, 0/33 Golden, 60 ml",,Keune,Hair,"For Women, Hair Colouring, Permanent Hair Dye",TRUE,Title,Default Title,8717185381986,5.88,24
"keune,-tinta-color,-permanent-hair-dye,-0/11-ash-blue,-60-ml","Keune, Tinta Color, Permanent Hair Dye, 0/11 Ash Blue, 60 ml",,Keune,Hair,"For Women, Hair Colouring, Permanent Hair Dye",TRUE,Title,Default Title,8717185381979,7.60,20
"keune,-tinta-color,-permanent-hair-dye,-0/10-blue-cancel-orange/yellow,-60-ml","Keune, Tinta Color, Permanent Hair Dye, 0/10 Blue Cancel Orange/Yellow, 60 ml",,Keune,Hair,"For Women, Hair Colouring, Permanent Hair Dye",TRUE,Title,Default Title,8717185381962,6.05,22
"keune,-tinta-color-ultimate-blonde,-permanent-hair-dye,-3025-ultra-pearl-mahogany-blonde,-60-ml","Keune, Tinta Color Ultimate Blonde, Permanent Hair Dye, 3025 Ultra Pearl Mahogany Blonde, 60 ml",,Keune,Hair,"For Women, Hair Colouring, Permanent Hair Dye",TRUE,Title,Default Title,8718734856771,7.76,19
"keune,-tinta-color,-permanent-hair-dye,-0/44-copper,-60-ml","Keune, Tinta Color, Permanent Hair Dye, 0/44 Copper, 60 ml",,Keune,Hair,"For Women, Hair Colouring, Permanent Hair Dye",TRUE,Title,Default Title,8718375520529,5.92,24
"keune,-tinta-color,-permanent-hair-dye,-0/55-mahogany,-60-ml","Keune, Tinta Color, Permanent Hair Dye, 0/55 Mahogany, 60 ml",,Keune,Hair,"For Women, Hair Colouring, Permanent Hair Dye",TRUE,Title,Default Title,8717185383539,5.96,24
"keune,-tinta-color,-permanent-hair-dye,-9.7-very-light-violet-blonde,-60-ml","Keune, Tinta Color, Permanent Hair Dye, 9.7 Very Light Violet Blonde, 60 ml",,Keune,Hair,"For Women, Hair Colouring, Permanent Hair Dye",TRUE,Title,Default Title,8717185386042,7.93,7
"keune,-tinta-color,-permanent-hair-dye,-6.28-dark-pearl-brown-blonde,-60-ml","Keune, Tinta Color, Permanent Hair Dye, 6.28 Dark Pearl Brown Blonde, 60 ml",,Keune,Hair,"For Women, Hair Colouring, Permanent Hair Dye",TRUE,Title,Default Title,8719281054917,7.60,18
"keune,-tinta-color,-permanent-hair-dye,-0/99-green,-60-ml","Keune, Tinta Color, Permanent Hair Dye, 0/99 Green, 60 ml",,Keune,Hair,"For Women, Hair Colouring, Permanent Hair Dye",TRUE,Title,Default Title,8717185380545,6.66,23
"keune,-tinta-lift-&-color,-permanent-hair-dye,-444-copper,-60-ml","Keune, Tinta Lift & Color, Permanent Hair Dye, 444 Copper, 60 ml",,Keune,Hair,"For Women, Hair Colouring, Permanent Hair Dye",TRUE,Title,Default Title,8718375528044,6.74,19
"keune,-tinta-color,-permanent-hair-dye,-0/77-violet,-60-ml","Keune, Tinta Color, Permanent Hair Dye, 0/77 Violet, 60 ml",,Keune,Hair,"For Women, Hair Colouring, Permanent Hair Dye",TRUE,Title,Default Title,8717185380521,5.88,24
"keune,-tinta-color,-permanent-hair-dye,-0/66-red,-60-ml","Keune, Tinta Color, Permanent Hair Dye, 0/66 Red, 60 ml",,Keune,Hair,"For Women, Hair Colouring, Permanent Hair Dye",TRUE,Title,Default Title,8717185382006,5.95,23
"keune,-tinta-color,-permanent-hair-dye,-1-black,-60-ml","Keune, Tinta Color, Permanent Hair Dye, 1 Black, 60 ml",,Keune,Hair,"For Women, Hair Colouring, Permanent Hair Dye",TRUE,Title,Default Title,8717185381245,8.06,15
"keune,-tinta-color-ultimate-blonde,-permanent-hair-dye,-3011-ultra-ash-blonde,-60-ml","Keune, Tinta Color Ultimate Blonde, Permanent Hair Dye, 3011 Ultra Ash Blonde, 60 ml",,Keune,Hair,"For Women, Hair Colouring, Permanent Hair Dye",TRUE,Title,Default Title,8718734856733,7.93,4
"set-duo,-keune,-power-blonde,-hair-oxidant-powder,-refill,-2-pcs,-500-g","Set Duo, Keune, Power Blonde, Hair Oxidant Powder, Refill, 2 pcs, 500 g",,Keune,Hair,"For Women, Hair Colouring, Hair Oxidant Powder",TRUE,Title,Default Title,8719281058502,47.12,41
"set,-keune,-cream-blonde,-hair-oxidant-powder,-refill,-2-pcs,-500-g","Set, Keune, Cream Blonde, Hair Oxidant Powder, Refill, 2 pcs, 500 g",,Keune,Hair,"For Women, Hair Colouring, Hair Oxidant Powder",TRUE,Title,Default Title,8719281058236,47.12,12
"keune,-tinta,-developer,-hair-oxidant-cream,-12%,-40-vol,-1000-ml","Keune, Tinta, Developer, Hair Oxidant Cream, 12%, 40 vol, 1000 ml",,Keune,Hair,"For Women, Hair Colouring, Hair Oxidant Cream",TRUE,Title,Default Title,8717185380934,9.89,42
"keune,-tinta,-developer,-hair-oxidant-lotion,-9%,-30-vol,-60-ml","Keune, Tinta, Developer, Hair Oxidant Lotion, 9%, 30 vol, 60 ml",,Keune,Hair,"For Women, Hair Colouring, Hair Oxidant Lotion",TRUE,Title,Default Title,8717185380927,1.56,57
"keune,-tinta,-developer,-hair-oxidant-lotion,-12%,-40-vol,-60-ml","Keune, Tinta, Developer, Hair Oxidant Lotion, 12%, 40 vol, 60 ml",,Keune,Hair,"For Women, Hair Colouring, Hair Oxidant Lotion",TRUE,Title,Default Title,8717185380941,1.17,83
"keune,-freedom-blonde,-developer,-hair-oxidant-lotion,-3%,-10-vol,-1000-ml","Keune, Freedom Blonde, Developer, Hair Oxidant Lotion, 3%, 10 vol, 1000 ml",,Keune,Hair,"For Women, Hair Colouring, Hair Oxidant Lotion",TRUE,Title,Default Title,8719281034872,8.17,13
"keune,-care-derma-sensitive,-hair-lotion-treatment,-soothing,-75-ml","Keune, Care Derma Sensitive, Hair Lotion Treatment, Soothing, 75 ml",,Keune,Hair,"For Women, Hair Care, Hair Lotion Treatment",TRUE,Title,Default Title,8719281041337,11.99,35
"keune,-1922-by-j.m.-keune,-hair-spray,-thickening,-medium-hold,-250-ml","Keune, 1922 By J.M. Keune, Hair Spray, Thickening, Medium Hold, 250 ml",,Keune,Hair,"For Men, Hair Styling, Hair Spray",TRUE,Title,Default Title,8719281039037,13.01,14
"keune,-tinta-color,-permanent-hair-dye,-4.03-medium-mocha-brown,-60-ml","Keune, Tinta Color, Permanent Hair Dye, 4.03 Medium Mocha Brown, 60 ml",,Keune,Hair,"For Women, Hair Colouring, Permanent Hair Dye",TRUE,Title,Default Title,8717185381290,7.85,17
"keune,-tinta-color,-permanent-hair-dye,-1.1-blue-black,-60-ml","Keune, Tinta Color, Permanent Hair Dye, 1.1 Blue Black, 60 ml",,Keune,Hair,"For Women, Hair Colouring, Permanent Hair Dye",TRUE,Title,Default Title,8717185381252,7.59,22
"keune,-tinta-color,-permanent-hair-dye,-6.38-dark-hazelnut-blonde,-60-ml","Keune, Tinta Color, Permanent Hair Dye, 6.38 Dark Hazelnut Blonde, 60 ml",,Keune,Hair,"For Women, Hair Colouring, Permanent Hair Dye",TRUE,Title,Default Title,8717185383485,7.02,19
"keune,-tinta-color,-permanent-hair-dye,-5.7-light-violet-brown,-60-ml","Keune, Tinta Color, Permanent Hair Dye, 5.7 Light Violet Brown, 60 ml",,Keune,Hair,"For Women, Hair Colouring, Permanent Hair Dye",TRUE,Title,Default Title,8717185381436,6.83,22
"keune,-tinta-color,-permanent-hair-dye,-5.67-light-red-violet-brown,-60-ml","Keune, Tinta Color, Permanent Hair Dye, 5.67 Light Red Violet Brown, 60 ml",,Keune,Hair,"For Women, Hair Colouring, Permanent Hair Dye",TRUE,Title,Default Title,8717185381429,7.60,21
"keune,-tinta-color,-permanent-hair-dye,-5.6-light-red-brown,-60-ml","Keune, Tinta Color, Permanent Hair Dye, 5.6 Light Red Brown, 60 ml",,Keune,Hair,"For Women, Hair Colouring, Permanent Hair Dye",TRUE,Title,Default Title,8717185381412,5.88,20
"keune,-tinta-color-red-infinity,-permanent-hair-dye,-5.56ri-light-infinity-mahogany-red-brown,-60-ml","Keune, Tinta Color Red Infinity, Permanent Hair Dye, 5.56Ri Light Infinity Mahogany Red Brown, 60 ml",,Keune,Hair,"For Women, Hair Colouring, Permanent Hair Dye",TRUE,Title,Default Title,8717185384314,6.23,22
"keune,-tinta-color,-permanent-hair-dye,-5.5-light-mahogany-brown,-60-ml","Keune, Tinta Color, Permanent Hair Dye, 5.5 Light Mahogany Brown, 60 ml",,Keune,Hair,"For Women, Hair Colouring, Permanent Hair Dye",TRUE,Title,Default Title,8717185381405,7.85,9
"keune,-tinta-color,-permanent-hair-dye,-5.4-light-copper-brown,-60-ml","Keune, Tinta Color, Permanent Hair Dye, 5.4 Light Copper Brown, 60 ml",,Keune,Hair,"For Women, Hair Colouring, Permanent Hair Dye",TRUE,Title,Default Title,8717185381399,7.60,19
