Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Price,Variant Inventory Qty
"milk-shake,-lifestyling-curl-perfectionist,-organic-fruit-extracts,-hair-styling-cream,-10-ml","Milk Shake, Lifestyling Curl Perfectionist, Organic Fruit Extracts, Hair Styling Cream, 10 ml",,Milk Shake,Hair,"For Women, Hair Styling, Hair Styling Cream",TRUE,Title,Default Title,8032274078128,0.51,14
"milk-shake,-creative,-sls/sles-free,-permanent-hair-dye,--3.03nn-dark-brown,-100-ml","Milk Shake, Creative, SLS/SLES-Free, Permanent Hair Dye,  3.03NN Dark Brown, 100 ml",,Milk Shake,Hair,"For Women, Hair Colouring, Permanent Hair Dye",TRUE,Title,Default Title,8032274058618,9.67,24
"milk-shake,-creative,-sls/sles-free,-permanent-hair-dye,-7.347gc-golden-copper-medium-blond,-100-ml","Milk Shake, Creative, SLS/SLES-Free, Permanent Hair Dye, 7.347GC Golden Copper Medium Blond, 100 ml",,Milk Shake,Hair,"For Women, Hair Colouring, Permanent Hair Dye",TRUE,Title,Default Title,8032274058809,5.70,5
"milk-shake,-creative,-sls/sles-free,-permanent-hair-dye,-7.357gm-jamaican-java,-100-ml","Milk Shake, Creative, SLS/SLES-Free, Permanent Hair Dye, 7.357GM Jamaican Java, 100 ml",,Milk Shake,Hair,"For Women, Hair Colouring, Permanent Hair Dye",TRUE,Title,Default Title,8032274059202,4.53,24
"milk-shake,-smoothies,-ammonia-free,-semi-permanent-hair-dye,-6.66r-dark-blonde-red,-100-ml","Milk Shake, Smoothies, Ammonia-Free, Semi-Permanent Hair Dye, 6.66R Dark Blonde Red, 100 ml",,Milk Shake,Hair,"For Women, Hair Colouring, Semi-Permanent Hair Dye",TRUE,Title,Default Title,8032274058113,3.68,34
"milk-shake,-smoothies,-ammonia-free,-semi-permanent-hair-dye,-6.36g-dark-golden-blond,-100-ml","Milk Shake, Smoothies, Ammonia-Free, Semi-Permanent Hair Dye, 6.36G Dark Golden Blond, 100 ml",,Milk Shake,Hair,"For Women, Hair Colouring, Semi-Permanent Hair Dye",TRUE,Title,Default Title,8032274058007,5.59,6
"milk-shake,-smoothies,-ammonia-free,-semi-permanent-hair-dye,-6.436cg-dark-copper-golden-blond,-100-ml","Milk Shake, Smoothies, Ammonia-Free, Semi-Permanent Hair Dye, 6.436CG Dark Copper Golden Blond, 100 ml",,Milk Shake,Hair,"For Women, Hair Colouring, Semi-Permanent Hair Dye",TRUE,Title,Default Title,8032274058069,3.29,17
"milk-shake,-smoothies,-ammonia-free,-semi-permanent-hair-dye,-6.666rr-dark-intense-red-blonde,-100-ml","Milk Shake, Smoothies, Ammonia-Free, Semi-Permanent Hair Dye, 6.666RR Dark Intense Red Blonde, 100 ml",,Milk Shake,Hair,"For Women, Hair Colouring, Semi-Permanent Hair Dye",TRUE,Title,Default Title,8032274058120,4.64,63
"milk-shake,-smoothies,-ammonia-free,-semi-permanent-hair-dye,-8.438cg-light-copper-golden-blond,-100-ml","Milk Shake, Smoothies, Ammonia-Free, Semi-Permanent Hair Dye, 8.438CG Light Copper Golden Blond, 100 ml",,Milk Shake,Hair,"For Women, Hair Colouring, Semi-Permanent Hair Dye",TRUE,Title,Default Title,8032274058090,5.18,2
"milk-shake,-smoothies,-ammonia-free,-semi-permanent-hair-dye,-88n-light-blond,-100-ml","Milk Shake, Smoothies, Ammonia-Free, Semi-Permanent Hair Dye, 88N Light Blond, 100 ml",,Milk Shake,Hair,"For Women, Hair Colouring, Semi-Permanent Hair Dye",TRUE,Title,Default Title,8032274057932,5.32,18
"milk-shake,-smoothies,-ammonia-free,-semi-permanent-hair-dye,-9.339gg-very-light-warm-golden-blond,-100-ml","Milk Shake, Smoothies, Ammonia-Free, Semi-Permanent Hair Dye, 9.339GG Very Light Warm Golden Blond, 100 ml",,Milk Shake,Hair,"For Women, Hair Colouring, Semi-Permanent Hair Dye",TRUE,Title,Default Title,8032274058038,4.91,19
"milk-shake,-smoothies,-ammonia-free,-semi-permanent-hair-dye,-level-7-hazelnut,-100-ml","Milk Shake, Smoothies, Ammonia-Free, Semi-Permanent Hair Dye, Level 7 Hazelnut, 100 ml",,Milk Shake,Hair,"For Women, Hair Colouring, Semi-Permanent Hair Dye",TRUE,Title,Default Title,8032274058229,3.59,9
"milk-shake,-creative,-sls/sles-free,-permanent-hair-dye,-4.414ca-chili-chocolate,-100-ml","Milk Shake, Creative, SLS/SLES-Free, Permanent Hair Dye, 4.414CA Chili Chocolate, 100 ml",,Milk Shake,Hair,"For Women, Hair Colouring, Permanent Hair Dye",TRUE,Title,Default Title,8032274059240,5.70,1
"milk-shake,-creative,-sls/sles-free,-permanent-hair-dye,-4.4314cga-exotic-medium-brown,-100-ml","Milk Shake, Creative, SLS/SLES-Free, Permanent Hair Dye, 4.4314CGA Exotic Medium Brown, 100 ml",,Milk Shake,Hair,"For Women, Hair Colouring, Permanent Hair Dye",TRUE,Title,Default Title,8032274059059,5.18,12
"milk-shake,-creative,-sls/sles-free,-permanent-hair-dye,-4.4314cga-mahogany-medium-brown,-100-ml","Milk Shake, Creative, SLS/SLES-Free, Permanent Hair Dye, 4.4314CGA Mahogany Medium Brown, 100 ml",,Milk Shake,Hair,"For Women, Hair Colouring, Permanent Hair Dye",TRUE,Title,Default Title,8032274058922,4.53,5
"milk-shake,-creative,-sls/sles-free,-permanent-hair-dye,-4.564mr-red-mahogany-medium-brown,-100-ml","Milk Shake, Creative, SLS/SLES-Free, Permanent Hair Dye, 4.564MR Red Mahogany Medium Brown, 100 ml",,Milk Shake,Hair,"For Women, Hair Colouring, Permanent Hair Dye",TRUE,Title,Default Title,8032274012368,3.29,17
"milk-shake,-creative,-sls/sles-free,-permanent-hair-dye,-4.64r-red-medium-brown,-100-ml","Milk Shake, Creative, SLS/SLES-Free, Permanent Hair Dye, 4.64R Red Medium Brown, 100 ml",,Milk Shake,Hair,"For Women, Hair Colouring, Permanent Hair Dye",TRUE,Title,Default Title,8032274058960,3.29,10
"milk-shake,-creative,-sls/sles-free,-permanent-hair-dye,-5.345gc-golden-copper-light-brown,-100-ml","Milk Shake, Creative, SLS/SLES-Free, Permanent Hair Dye, 5.345GC Golden Copper Light Brown, 100 ml",,Milk Shake,Hair,"For Women, Hair Colouring, Permanent Hair Dye",TRUE,Title,Default Title,8032274058762,4.99,5
"milk-shake,-creative,-sls/sles-free,-permanent-hair-dye,-5.45c-copper-light-brown,-100-ml","Milk Shake, Creative, SLS/SLES-Free, Permanent Hair Dye, 5.45C Copper Light Brown, 100 ml",,Milk Shake,Hair,"For Women, Hair Colouring, Permanent Hair Dye",TRUE,Title,Default Title,8032274058830,4.63,12
"milk-shake,-creative,-sls/sles-free,-permanent-hair-dye,-5.665rr-intense-red-dark-blond,-100-ml","Milk Shake, Creative, SLS/SLES-Free, Permanent Hair Dye, 5.665RR Intense Red Dark Blond, 100 ml",,Milk Shake,Hair,"For Women, Hair Colouring, Permanent Hair Dye",TRUE,Title,Default Title,8032274058984,4.91,14
"milk-shake,-direct-colour,-ammonia-free,-hair-colour-conditioner,--lilac,-200-ml","Milk Shake, Direct Colour, Ammonia-Free, Hair Colour Conditioner,  Lilac, 200 ml",,Milk Shake,Hair,"For Women, Hair Colouring, Hair Colour Conditioner",TRUE,Title,Default Title,8032274055648,10.58,34
"milk-shake,-creative,-sls/sles-free,-permanent-hair-dye,-6.166ar-cherry-wood,-100-ml","Milk Shake, Creative, SLS/SLES-Free, Permanent Hair Dye, 6.166AR Cherry Wood, 100 ml",,Milk Shake,Hair,"For Women, Hair Colouring, Permanent Hair Dye",TRUE,Title,Default Title,8032274059110,5.70,2
"milk-shake,-creative,-sls/sles-free,-permanent-hair-dye,-6.346gc-golden-copper-dark-blond,-100-ml","Milk Shake, Creative, SLS/SLES-Free, Permanent Hair Dye, 6.346GC Golden Copper Dark Blond, 100 ml",,Milk Shake,Hair,"For Women, Hair Colouring, Permanent Hair Dye",TRUE,Title,Default Title,8032274058786,5.70,2
"milk-shake,-creative,-sls/sles-free,-permanent-hair-dye,-6.356gm-havana-roast,-100-ml","Milk Shake, Creative, SLS/SLES-Free, Permanent Hair Dye, 6.356GM Havana Roast, 100 ml",,Milk Shake,Hair,"For Women, Hair Colouring, Permanent Hair Dye",TRUE,Title,Default Title,8032274059196,4.29,35
"milk-shake,-creative,-sls/sles-free,-permanent-hair-dye,-6.4136cag-havana,-100-ml","Milk Shake, Creative, SLS/SLES-Free, Permanent Hair Dye, 6.4136CAG Havana, 100 ml",,Milk Shake,Hair,"For Women, Hair Colouring, Permanent Hair Dye",TRUE,Title,Default Title,8032274059127,5.70,3
"milk-shake,-creative,-sls/sles-free,-permanent-hair-dye,-6.56m-mahogany-dark-blond,-100-ml","Milk Shake, Creative, SLS/SLES-Free, Permanent Hair Dye, 6.56M Mahogany Dark Blond, 100 ml",,Milk Shake,Hair,"For Women, Hair Colouring, Permanent Hair Dye",TRUE,Title,Default Title,8032274058946,4.91,1
"milk-shake,-creative,-sls/sles-free,-permanent-hair-dye,-6.566mr-mahogany-red-dark-blond,-100-ml","Milk Shake, Creative, SLS/SLES-Free, Permanent Hair Dye, 6.566MR Mahogany Red Dark Blond, 100 ml",,Milk Shake,Hair,"For Women, Hair Colouring, Permanent Hair Dye",TRUE,Title,Default Title,8032274058953,4.18,8
"milk-shake,-creative,-sls/sles-free,-permanent-hair-dye,-6.66r-red-dark-blond,-100-ml","Milk Shake, Creative, SLS/SLES-Free, Permanent Hair Dye, 6.66R Red Dark Blond, 100 ml",,Milk Shake,Hair,"For Women, Hair Colouring, Permanent Hair Dye",TRUE,Title,Default Title,8032274058991,4.63,45
"milk-shake,-creative,-sls/sles-free,-permanent-hair-dye,-7.137ag-ash-gold-medium-blond,-100-ml","Milk Shake, Creative, SLS/SLES-Free, Permanent Hair Dye, 7.137AG Ash Gold Medium Blond, 100 ml",,Milk Shake,Hair,"For Women, Hair Colouring, Permanent Hair Dye",TRUE,Title,Default Title,8032274059462,5.70,2
"milk-shake,-creative,-sls/sles-free,-permanent-hair-dye,-7.847bc-brown-copper-medium-blond,-100-ml","Milk Shake, Creative, SLS/SLES-Free, Permanent Hair Dye, 7.847BC Brown Copper Medium Blond, 100 ml",,Milk Shake,Hair,"For Women, Hair Colouring, Permanent Hair Dye",TRUE,Title,Default Title,8032274012375,5.18,10
"milk-shake,-creative,-sls/sles-free,-permanent-hair-dye,-8.358gm-maui-mocha,-100-ml","Milk Shake, Creative, SLS/SLES-Free, Permanent Hair Dye, 8.358GM Maui Mocha, 100 ml",,Milk Shake,Hair,"For Women, Hair Colouring, Permanent Hair Dye",TRUE,Title,Default Title,8032274059219,5.18,39
"milk-shake,-creative,-sls/sles-free,-permanent-hair-dye,-9.39g-golden-very-light-blond,-100-ml","Milk Shake, Creative, SLS/SLES-Free, Permanent Hair Dye, 9.39G Golden Very Light Blond, 100 ml",,Milk Shake,Hair,"For Women, Hair Colouring, Permanent Hair Dye",TRUE,Title,Default Title,8032274058823,5.70,2
"set,-milk-shake,-moisture-plus,-paraben-free,-hair-lotion-treatment,-for-hydration,-6-pcs,-12-ml","Set, Milk Shake, Moisture Plus, Paraben-Free, Hair Lotion Treatment, For Hydration, 6 pcs, 12 ml",,Milk Shake,Hair,"For Women, Hair Care, Hair Lotion Treatment",TRUE,Title,Default Title,8032274089070,12.59,12
"milk-shake,-k-respect,-keratin,-hair-cream-treatment,-for-smoothening,-250-ml","Milk Shake, K-Respect, Keratin, Hair Cream Treatment, For Smoothening, 250 ml",,Milk Shake,Hair,"For Women, Hair Care, Hair Cream Treatment",TRUE,Title,Default Title,8032274083399,74.97,45
"milk-shake,-creative,-sls/sles-free,-permanent-hair-dye,--yellow,-100-ml","Milk Shake, Creative, SLS/SLES-Free, Permanent Hair Dye,  Yellow, 100 ml",,Milk Shake,Hair,"For Women, Hair Colouring, Permanent Hair Dye",TRUE,Title,Default Title,8032274059332,4.18,4
"milk-shake,-smoothies,-ammonia-free,-semi-permanent-hair-dye,-4.44c-,-100-ml","Milk Shake, Smoothies, Ammonia-Free, Semi-Permanent Hair Dye, 4.44C , 100 ml",,Milk Shake,Hair,"For Women, Hair Colouring, Semi-Permanent Hair Dye",TRUE,Title,Default Title,8032274058045,5.70,1
"milk-shake,-smoothies,-ammonia-free,-semi-permanent-hair-dye,-4.74v-,-100-ml","Milk Shake, Smoothies, Ammonia-Free, Semi-Permanent Hair Dye, 4.74V , 100 ml",,Milk Shake,Hair,"For Women, Hair Colouring, Semi-Permanent Hair Dye",TRUE,Title,Default Title,8032274058137,4.64,13
"milk-shake,-smoothies,-ammonia-free,-semi-permanent-hair-dye,-5.35g-,-100-ml","Milk Shake, Smoothies, Ammonia-Free, Semi-Permanent Hair Dye, 5.35G , 100 ml",,Milk Shake,Hair,"For Women, Hair Colouring, Semi-Permanent Hair Dye",TRUE,Title,Default Title,8032274057994,4.70,15
"milk-shake,-smoothies,-ammonia-free,-semi-permanent-hair-dye,-5.45c-,-100-ml","Milk Shake, Smoothies, Ammonia-Free, Semi-Permanent Hair Dye, 5.45C , 100 ml",,Milk Shake,Hair,"For Women, Hair Colouring, Semi-Permanent Hair Dye",TRUE,Title,Default Title,8032274058052,4.18,14
"milk-shake,-smoothies,-ammonia-free,-semi-permanent-hair-dye,-5.775vv-light-intense-violet-brown,-100-ml","Milk Shake, Smoothies, Ammonia-Free, Semi-Permanent Hair Dye, 5.775VV Light Intense Violet Brown, 100 ml",,Milk Shake,Hair,"For Women, Hair Colouring, Semi-Permanent Hair Dye",TRUE,Title,Default Title,8032274058144,5.27,10
"milk-shake,-delicate,-ammonia-free,-permanent-hair-colouring-oil,-8.33-deep-golden-light-blonde,-120-ml","Milk Shake, Delicate, Ammonia-Free, Permanent Hair Colouring Oil, 8.33 Deep Golden Light Blonde, 120 ml",,Milk Shake,Hair,"For Women, Hair Colouring, Permanent Hair Colouring Oil",TRUE,Title,Default Title,8032274063957,4.54,6
"milk-shake,-delicate,-ammonia-free,-permanent-hair-colouring-oil,-8.34-,-120-ml","Milk Shake, Delicate, Ammonia-Free, Permanent Hair Colouring Oil, 8.34 , 120 ml",,Milk Shake,Hair,"For Women, Hair Colouring, Permanent Hair Colouring Oil",TRUE,Title,Default Title,8032274063964,4.54,6
"milk-shake,-delicate,-ammonia-free,-permanent-hair-colouring-oil,-9.3-,-120-ml","Milk Shake, Delicate, Ammonia-Free, Permanent Hair Colouring Oil, 9.3 , 120 ml",,Milk Shake,Hair,"For Women, Hair Colouring, Permanent Hair Colouring Oil",TRUE,Title,Default Title,8032274063971,4.54,6
"milk-shake,-delicate,-ammonia-free,-permanent-hair-colouring-oil,-4.4-,-120-ml","Milk Shake, Delicate, Ammonia-Free, Permanent Hair Colouring Oil, 4.4 , 120 ml",,Milk Shake,Hair,"For Women, Hair Colouring, Permanent Hair Colouring Oil",TRUE,Title,Default Title,8032274063988,4.54,6
"milk-shake,-delicate,-ammonia-free,-permanent-hair-colouring-oil,-5.4-,-120-ml","Milk Shake, Delicate, Ammonia-Free, Permanent Hair Colouring Oil, 5.4 , 120 ml",,Milk Shake,Hair,"For Women, Hair Colouring, Permanent Hair Colouring Oil",TRUE,Title,Default Title,8032274063995,4.54,6
"milk-shake,-delicate,-ammonia-free,-permanent-hair-colouring-oil,-5.43-,-120-ml","Milk Shake, Delicate, Ammonia-Free, Permanent Hair Colouring Oil, 5.43 , 120 ml",,Milk Shake,Hair,"For Women, Hair Colouring, Permanent Hair Colouring Oil",TRUE,Title,Default Title,8032274064008,4.54,5
"milk-shake,-delicate,-ammonia-free,-permanent-hair-colouring-oil,-6.46-,-120-ml","Milk Shake, Delicate, Ammonia-Free, Permanent Hair Colouring Oil, 6.46 , 120 ml",,Milk Shake,Hair,"For Women, Hair Colouring, Permanent Hair Colouring Oil",TRUE,Title,Default Title,8032274010289,4.54,3
"milk-shake,-delicate,-ammonia-free,-permanent-hair-colouring-oil,-7.4-,-120-ml","Milk Shake, Delicate, Ammonia-Free, Permanent Hair Colouring Oil, 7.4 , 120 ml",,Milk Shake,Hair,"For Women, Hair Colouring, Permanent Hair Colouring Oil",TRUE,Title,Default Title,8032274010296,4.54,6
"milk-shake,-delicate,-ammonia-free,-permanent-hair-colouring-oil,-7.43-,-120-ml","Milk Shake, Delicate, Ammonia-Free, Permanent Hair Colouring Oil, 7.43 , 120 ml",,Milk Shake,Hair,"For Women, Hair Colouring, Permanent Hair Colouring Oil",TRUE,Title,Default Title,8032274010302,4.54,5
"milk-shake,-delicate,-ammonia-free,-permanent-hair-colouring-oil,-7.44-,-120-ml","Milk Shake, Delicate, Ammonia-Free, Permanent Hair Colouring Oil, 7.44 , 120 ml",,Milk Shake,Hair,"For Women, Hair Colouring, Permanent Hair Colouring Oil",TRUE,Title,Default Title,8032274010319,4.54,1
"milk-shake,-delicate,-ammonia-free,-permanent-hair-colouring-oil,-8.4-,-120-ml","Milk Shake, Delicate, Ammonia-Free, Permanent Hair Colouring Oil, 8.4 , 120 ml",,Milk Shake,Hair,"For Women, Hair Colouring, Permanent Hair Colouring Oil",TRUE,Title,Default Title,8032274010333,4.54,5
"milk-shake,-delicate,-ammonia-free,-permanent-hair-colouring-oil,-8.44-,-120-ml","Milk Shake, Delicate, Ammonia-Free, Permanent Hair Colouring Oil, 8.44 , 120 ml",,Milk Shake,Hair,"For Women, Hair Colouring, Permanent Hair Colouring Oil",TRUE,Title,Default Title,8032274010340,4.54,6
"milk-shake,-delicate,-ammonia-free,-permanent-hair-colouring-oil,-8.46-,-120-ml","Milk Shake, Delicate, Ammonia-Free, Permanent Hair Colouring Oil, 8.46 , 120 ml",,Milk Shake,Hair,"For Women, Hair Colouring, Permanent Hair Colouring Oil",TRUE,Title,Default Title,8032274010357,4.54,6
"milk-shake,-delicate,-ammonia-free,-permanent-hair-colouring-oil,-4.5-,-120-ml","Milk Shake, Delicate, Ammonia-Free, Permanent Hair Colouring Oil, 4.5 , 120 ml",,Milk Shake,Hair,"For Women, Hair Colouring, Permanent Hair Colouring Oil",TRUE,Title,Default Title,8032274010364,4.49,4
"milk-shake,-delicate,-ammonia-free,-permanent-hair-colouring-oil,-5.5-,-120-ml","Milk Shake, Delicate, Ammonia-Free, Permanent Hair Colouring Oil, 5.5 , 120 ml",,Milk Shake,Hair,"For Women, Hair Colouring, Permanent Hair Colouring Oil",TRUE,Title,Default Title,8032274010371,4.54,6
"milk-shake,-delicate,-ammonia-free,-permanent-hair-colouring-oil,-6.5-,-120-ml","Milk Shake, Delicate, Ammonia-Free, Permanent Hair Colouring Oil, 6.5 , 120 ml",,Milk Shake,Hair,"For Women, Hair Colouring, Permanent Hair Colouring Oil",TRUE,Title,Default Title,8032274010388,4.54,5
"milk-shake,-delicate,-ammonia-free,-permanent-hair-colouring-oil,-5.6-,-120-ml","Milk Shake, Delicate, Ammonia-Free, Permanent Hair Colouring Oil, 5.6 , 120 ml",,Milk Shake,Hair,"For Women, Hair Colouring, Permanent Hair Colouring Oil",TRUE,Title,Default Title,8032274010395,4.54,5
"milk-shake,-delicate,-ammonia-free,-permanent-hair-colouring-oil,-6.6-,-120-ml","Milk Shake, Delicate, Ammonia-Free, Permanent Hair Colouring Oil, 6.6 , 120 ml",,Milk Shake,Hair,"For Women, Hair Colouring, Permanent Hair Colouring Oil",TRUE,Title,Default Title,8032274010401,4.54,6
"milk-shake,-delicate,-ammonia-free,-permanent-hair-colouring-oil,-4.7-,-120-ml","Milk Shake, Delicate, Ammonia-Free, Permanent Hair Colouring Oil, 4.7 , 120 ml",,Milk Shake,Hair,"For Women, Hair Colouring, Permanent Hair Colouring Oil",TRUE,Title,Default Title,8032274010425,4.54,6
"milk-shake,-delicate,-ammonia-free,-permanent-hair-colouring-oil,-5.7-,-120-ml","Milk Shake, Delicate, Ammonia-Free, Permanent Hair Colouring Oil, 5.7 , 120 ml",,Milk Shake,Hair,"For Women, Hair Colouring, Permanent Hair Colouring Oil",TRUE,Title,Default Title,8032274010432,4.54,6
"milk-shake,-delicate,-ammonia-free,-permanent-hair-colouring-oil,-5.77-,-120-ml","Milk Shake, Delicate, Ammonia-Free, Permanent Hair Colouring Oil, 5.77 , 120 ml",,Milk Shake,Hair,"For Women, Hair Colouring, Permanent Hair Colouring Oil",TRUE,Title,Default Title,8032274010449,4.54,6
"milk-shake,-delicate,-ammonia-free,-permanent-hair-colouring-oil,-level-5-cacao,-120-ml","Milk Shake, Delicate, Ammonia-Free, Permanent Hair Colouring Oil, Level 5 Cacao, 120 ml",,Milk Shake,Hair,"For Women, Hair Colouring, Permanent Hair Colouring Oil",TRUE,Title,Default Title,8032274010456,4.54,2
"milk-shake,-delicate,-ammonia-free,-permanent-hair-colouring-oil,-level-6-havana,-120-ml","Milk Shake, Delicate, Ammonia-Free, Permanent Hair Colouring Oil, Level 6 Havana, 120 ml",,Milk Shake,Hair,"For Women, Hair Colouring, Permanent Hair Colouring Oil",TRUE,Title,Default Title,8032274010463,5.63,1
"milk-shake,-delicate,-ammonia-free,-permanent-hair-colouring-oil,-level-7-beige-havana,-120-ml","Milk Shake, Delicate, Ammonia-Free, Permanent Hair Colouring Oil, Level 7 Beige Havana, 120 ml",,Milk Shake,Hair,"For Women, Hair Colouring, Permanent Hair Colouring Oil",TRUE,Title,Default Title,8032274010470,4.54,10
"milk-shake,-delicate,-ammonia-free,-permanent-hair-colouring-oil,-level-7-hazelnut,-120-ml","Milk Shake, Delicate, Ammonia-Free, Permanent Hair Colouring Oil, Level 7 Hazelnut, 120 ml",,Milk Shake,Hair,"For Women, Hair Colouring, Permanent Hair Colouring Oil",TRUE,Title,Default Title,8032274010487,4.54,8
"milk-shake,-delicate,-ammonia-free,-permanent-hair-colouring-oil,-level-8-golden-havana,-120-ml","Milk Shake, Delicate, Ammonia-Free, Permanent Hair Colouring Oil, Level 8 Golden Havana, 120 ml",,Milk Shake,Hair,"For Women, Hair Colouring, Permanent Hair Colouring Oil",TRUE,Title,Default Title,8032274010494,4.54,4
